0 classifier 0 iter;0.047267;0.007500
0 classifier 1 iter;0.029100;0.007500
0 classifier 2 iter;0.021433;0.007500
0 classifier 3 iter;0.018233;0.007500
0 classifier 4 iter;0.016633;0.007500
0 classifier 5 iter;0.014733;0.007500
0 classifier 6 iter;0.013533;0.007500
0 classifier 7 iter;0.013067;0.007500
0 classifier 8 iter;0.012067;0.007500
0 classifier 9 iter;0.010933;0.007500
0 classifier 10 iter;0.011700;0.007500
0 classifier 11 iter;0.010967;0.007500
0 classifier 12 iter;0.010200;0.007500
0 classifier 13 iter;0.009700;0.007500
0 classifier 14 iter;0.009267;0.007500
0 classifier 15 iter;0.008833;0.007500
0 classifier 16 iter;0.009667;0.007500
0 classifier 17 iter;0.009133;0.007500
0 classifier 18 iter;0.008633;0.007500
0 classifier 19 iter;0.008233;0.007500
0 classifier 20 iter;0.007367;0.007500
0 classifier 21 iter;0.006633;0.007500
0 classifier 22 iter;0.007500;0.007500
0 classifier 23 iter;0.006267;0.007500
0 classifier 24 iter;0.005600;0.007500
0 classifier 25 iter;0.005967;0.007500
0 classifier 26 iter;0.005433;0.007500
0 classifier 27 iter;0.004700;0.007500
0 classifier 28 iter;0.004733;0.007500
0 classifier 29 iter;0.005167;0.007500
0 classifier 30 iter;0.004400;0.007500
0 classifier 31 iter;0.004433;0.007500
0 classifier 32 iter;0.003967;0.007500
0 classifier 33 iter;0.004200;0.007500
0 classifier 34 iter;0.003800;0.007500
0 classifier 35 iter;0.003900;0.007500
0 classifier 36 iter;0.004433;0.007500
0 classifier 37 iter;0.003800;0.007500
0 classifier 38 iter;0.003300;0.007500
0 classifier 39 iter;0.003600;0.007500
0 classifier 40 iter;0.002867;0.007500
0 classifier 41 iter;0.003133;0.007500
0 classifier 42 iter;0.003500;0.007500
0 classifier 43 iter;0.003500;0.007500
1 classifier 0 iter;0.034033;0.007500
1 classifier 1 iter;0.024100;0.007500
1 classifier 2 iter;0.018200;0.007500
1 classifier 3 iter;0.015067;0.007500
1 classifier 4 iter;0.013633;0.007500
1 classifier 5 iter;0.013100;0.007500
1 classifier 6 iter;0.012233;0.007500
1 classifier 7 iter;0.010733;0.007500
1 classifier 8 iter;0.010333;0.007500
1 classifier 9 iter;0.009700;0.007500
1 classifier 10 iter;0.009233;0.007500
1 classifier 11 iter;0.008567;0.007500
1 classifier 12 iter;0.008733;0.007500
1 classifier 13 iter;0.008000;0.007500
1 classifier 14 iter;0.007667;0.007500
1 classifier 15 iter;0.007167;0.007500
1 classifier 16 iter;0.006700;0.007500
1 classifier 17 iter;0.006300;0.007500
1 classifier 18 iter;0.006200;0.007500
1 classifier 19 iter;0.005900;0.007500
1 classifier 20 iter;0.005600;0.007500
1 classifier 21 iter;0.005433;0.007500
1 classifier 22 iter;0.005233;0.007500
1 classifier 23 iter;0.005167;0.007500
1 classifier 24 iter;0.005167;0.007500
2 classifier 0 iter;0.055600;0.007500
2 classifier 1 iter;0.037767;0.007500
2 classifier 2 iter;0.029700;0.007500
2 classifier 3 iter;0.025533;0.007500
2 classifier 4 iter;0.022667;0.007500
2 classifier 5 iter;0.020600;0.007500
2 classifier 6 iter;0.019400;0.007500
2 classifier 7 iter;0.018233;0.007500
2 classifier 8 iter;0.016367;0.007500
2 classifier 9 iter;0.016267;0.007500
2 classifier 10 iter;0.015500;0.007500
2 classifier 11 iter;0.014633;0.007500
2 classifier 12 iter;0.013967;0.007500
2 classifier 13 iter;0.013200;0.007500
2 classifier 14 iter;0.012667;0.007500
2 classifier 15 iter;0.012100;0.007500
2 classifier 16 iter;0.011800;0.007500
2 classifier 17 iter;0.011333;0.007500
2 classifier 18 iter;0.011000;0.007500
2 classifier 19 iter;0.010800;0.007500
2 classifier 20 iter;0.010467;0.007500
2 classifier 21 iter;0.011533;0.007500
2 classifier 22 iter;0.011400;0.007500
2 classifier 23 iter;0.011067;0.007500
2 classifier 24 iter;0.010933;0.007500
2 classifier 25 iter;0.010633;0.007500
2 classifier 26 iter;0.010900;0.007500
2 classifier 27 iter;0.010200;0.007500
2 classifier 28 iter;0.009967;0.007500
2 classifier 29 iter;0.010700;0.007500
2 classifier 30 iter;0.010733;0.007500
2 classifier 31 iter;0.010500;0.007500
2 classifier 32 iter;0.009733;0.007500
2 classifier 33 iter;0.009300;0.007500
2 classifier 34 iter;0.008767;0.007500
2 classifier 35 iter;0.008467;0.007500
2 classifier 36 iter;0.008467;0.007500
3 classifier 0 iter;0.075900;0.007500
3 classifier 1 iter;0.053367;0.007500
3 classifier 2 iter;0.044967;0.007500
3 classifier 3 iter;0.040700;0.007500
3 classifier 4 iter;0.030867;0.007500
3 classifier 5 iter;0.028833;0.007500
3 classifier 6 iter;0.024000;0.007500
3 classifier 7 iter;0.022033;0.007500
3 classifier 8 iter;0.021433;0.007500
3 classifier 9 iter;0.019733;0.007500
3 classifier 10 iter;0.018433;0.007500
3 classifier 11 iter;0.017200;0.007500
3 classifier 12 iter;0.015867;0.007500
3 classifier 13 iter;0.015000;0.007500
3 classifier 14 iter;0.015167;0.007500
3 classifier 15 iter;0.012733;0.007500
3 classifier 16 iter;0.012633;0.007500
3 classifier 17 iter;0.011633;0.007500
3 classifier 18 iter;0.011267;0.007500
3 classifier 19 iter;0.010967;0.007500
3 classifier 20 iter;0.010533;0.007500
3 classifier 21 iter;0.010000;0.007500
3 classifier 22 iter;0.009533;0.007500
3 classifier 23 iter;0.009700;0.007500
3 classifier 24 iter;0.008933;0.007500
3 classifier 25 iter;0.008933;0.007500
4 classifier 0 iter;0.057467;0.007500
4 classifier 1 iter;0.036600;0.007500
4 classifier 2 iter;0.030600;0.007500
4 classifier 3 iter;0.030533;0.007500
4 classifier 4 iter;0.027100;0.007500
4 classifier 5 iter;0.020633;0.007500
4 classifier 6 iter;0.019900;0.007500
4 classifier 7 iter;0.019367;0.007500
4 classifier 8 iter;0.016533;0.007500
4 classifier 9 iter;0.017933;0.007500
4 classifier 10 iter;0.015467;0.007500
4 classifier 11 iter;0.014733;0.007500
4 classifier 12 iter;0.016367;0.007500
4 classifier 13 iter;0.014767;0.007500
4 classifier 14 iter;0.013167;0.007500
4 classifier 15 iter;0.012567;0.007500
4 classifier 16 iter;0.013967;0.007500
4 classifier 17 iter;0.013467;0.007500
4 classifier 18 iter;0.012433;0.007500
4 classifier 19 iter;0.010200;0.007500
4 classifier 20 iter;0.009700;0.007500
4 classifier 21 iter;0.009567;0.007500
4 classifier 22 iter;0.009467;0.007500
4 classifier 23 iter;0.009500;0.007500
4 classifier 24 iter;0.009133;0.007500
4 classifier 25 iter;0.009300;0.007500
4 classifier 26 iter;0.009467;0.007500
4 classifier 27 iter;0.008600;0.007500
4 classifier 28 iter;0.008367;0.007500
4 classifier 29 iter;0.011000;0.007500
4 classifier 30 iter;0.010967;0.007500
4 classifier 31 iter;0.011267;0.007500
4 classifier 32 iter;0.011400;0.007500
4 classifier 33 iter;0.011233;0.007500
4 classifier 34 iter;0.010967;0.007500
4 classifier 35 iter;0.011133;0.007500
4 classifier 36 iter;0.007567;0.007500
4 classifier 37 iter;0.007600;0.007500
4 classifier 38 iter;0.008233;0.007500
4 classifier 39 iter;0.007700;0.007500
4 classifier 40 iter;0.008367;0.007500
4 classifier 41 iter;0.008167;0.007500
4 classifier 42 iter;0.007067;0.007500
4 classifier 43 iter;0.006667;0.007500
4 classifier 44 iter;0.009167;0.007500
4 classifier 45 iter;0.008833;0.007500
4 classifier 46 iter;0.008267;0.007500
4 classifier 47 iter;0.006567;0.007500
4 classifier 48 iter;0.005667;0.007500
4 classifier 49 iter;0.006100;0.007500
4 classifier 50 iter;0.006033;0.007500
4 classifier 51 iter;0.005733;0.007500
4 classifier 52 iter;0.005033;0.007500
4 classifier 53 iter;0.005200;0.007500
4 classifier 54 iter;0.005100;0.007500
4 classifier 55 iter;0.005133;0.007500
4 classifier 56 iter;0.004700;0.007500
4 classifier 57 iter;0.006133;0.007500
4 classifier 58 iter;0.005367;0.007500
4 classifier 59 iter;0.004467;0.007500
4 classifier 60 iter;0.004367;0.007500
4 classifier 61 iter;0.004500;0.007500
4 classifier 62 iter;0.004333;0.007500
4 classifier 63 iter;0.004333;0.007500
5 classifier 0 iter;0.055133;0.007500
5 classifier 1 iter;0.036633;0.007500
5 classifier 2 iter;0.029467;0.007500
5 classifier 3 iter;0.025167;0.007500
5 classifier 4 iter;0.021933;0.007500
5 classifier 5 iter;0.019233;0.007500
5 classifier 6 iter;0.016833;0.007500
5 classifier 7 iter;0.015500;0.007500
5 classifier 8 iter;0.014133;0.007500
5 classifier 9 iter;0.013467;0.007500
5 classifier 10 iter;0.012167;0.007500
5 classifier 11 iter;0.011567;0.007500
5 classifier 12 iter;0.011100;0.007500
5 classifier 13 iter;0.010533;0.007500
5 classifier 14 iter;0.009700;0.007500
5 classifier 15 iter;0.009500;0.007500
5 classifier 16 iter;0.009100;0.007500
5 classifier 17 iter;0.008567;0.007500
5 classifier 18 iter;0.008133;0.007500
5 classifier 19 iter;0.007900;0.007500
5 classifier 20 iter;0.008167;0.007500
5 classifier 21 iter;0.007733;0.007500
5 classifier 22 iter;0.007100;0.007500
5 classifier 23 iter;0.006533;0.007500
5 classifier 24 iter;0.006767;0.007500
5 classifier 25 iter;0.006367;0.007500
5 classifier 26 iter;0.006067;0.007500
5 classifier 27 iter;0.006200;0.007500
5 classifier 28 iter;0.005833;0.007500
5 classifier 29 iter;0.005467;0.007500
5 classifier 30 iter;0.005700;0.007500
5 classifier 31 iter;0.005267;0.007500
5 classifier 32 iter;0.005067;0.007500
5 classifier 33 iter;0.004900;0.007500
5 classifier 34 iter;0.005000;0.007500
5 classifier 35 iter;0.004700;0.007500
5 classifier 36 iter;0.004733;0.007500
5 classifier 37 iter;0.004900;0.007500
5 classifier 38 iter;0.004433;0.007500
5 classifier 39 iter;0.004400;0.007500
5 classifier 40 iter;0.004300;0.007500
5 classifier 41 iter;0.004733;0.007500
5 classifier 42 iter;0.004100;0.007500
5 classifier 43 iter;0.004800;0.007500
5 classifier 44 iter;0.004633;0.007500
5 classifier 45 iter;0.004733;0.007500
5 classifier 46 iter;0.004633;0.007500
5 classifier 47 iter;0.004200;0.007500
5 classifier 48 iter;0.004167;0.007500
5 classifier 49 iter;0.003967;0.007500
5 classifier 50 iter;0.003967;0.007500
6 classifier 0 iter;0.035500;0.007500
